interaction_id,mentee_id,mentor_id,interaction_type,session_duration_minutes,rating_given_by_user,helpfulness_score,match_success
4211,710,513,video_call,36,3,6,0
4212,1854,140,chat,19,3,4,0
4213,843,320,video_call,19,3,8,0
4214,36,9,chat,10,2,10,0
4215,194,791,video_call,40,3,2,0
4216,1125,119,chat,9,2,6,0
4217,709,579,video_call,23,4,2,0
4218,125,476,video_call,19,1,6,0
4219,874,419,video_call,8,1,4,0
4220,1151,249,video_call,34,1,2,0
4221,184,741,video_call,17,2,10,0
4222,1506,948,chat,9,3,2,0
4223,257,31,chat,39,3,2,0
4224,1020,754,chat,32,3,4,0
4225,1958,835,chat,24,4,2,0
4226,626,671,video_call,14,4,8,0
4227,1746,650,chat,29,1,2,0
4228,1274,91,chat,20,1,6,0
4229,1023,737,video_call,51,3,8,0
4230,1732,153,chat,20,3,10,0
4231,1969,432,video_call,36,4,10,1
4232,1926,326,video_call,52,2,8,0
4233,1369,976,video_call,30,4,2,1
4234,1736,429,chat,27,4,4,0
4235,566,79,chat,31,5,8,1
4236,1730,277,chat,35,4,2,1
4237,1185,62,video_call,28,1,2,0
4238,846,999,video_call,56,5,6,1
4239,990,309,video_call,13,2,6,0
4240,1770,279,video_call,24,1,6,0
4241,1487,430,chat,40,2,2,0
4242,309,89,chat,55,4,6,1
4243,1539,365,video_call,27,3,10,0
4244,1610,177,video_call,30,3,6,0
4245,1317,839,video_call,54,1,2,0
4246,1374,728,chat,54,2,10,0
4247,1128,83,video_call,34,2,2,0
4248,1756,685,chat,19,3,4,0
4249,691,694,chat,37,5,4,0
4250,1082,530,chat,42,4,10,1
4251,830,415,chat,60,1,6,0
4252,1735,101,video_call,7,2,2,0
4253,330,835,chat,24,2,6,0
4254,169,822,video_call,20,1,2,0
4255,1451,412,video_call,24,5,10,1
4256,1688,969,video_call,36,2,2,0
4257,1462,748,chat,8,1,4,0
4258,335,64,video_call,11,5,8,1
4259,1213,638,video_call,10,1,6,0
4260,67,961,video_call,18,3,8,0
4261,1666,120,video_call,11,4,2,1
4262,956,781,chat,7,1,8,0
4263,1811,950,video_call,53,3,10,0
4264,1539,53,chat,11,5,6,0
4265,1303,478,chat,60,3,2,0
4266,1288,124,video_call,18,4,6,1
4267,1086,170,video_call,6,4,4,1
4268,1385,889,chat,38,1,8,0
4269,282,799,chat,43,1,4,0
4270,959,115,chat,11,4,2,1
4271,1049,114,chat,58,2,4,0
4272,1831,208,chat,21,4,8,0
4273,1097,203,chat,26,2,2,0
4274,917,900,chat,40,1,2,0
4275,373,818,chat,40,1,10,0
4276,751,804,chat,34,5,2,1
4277,1334,264,chat,17,2,4,0
4278,1795,405,video_call,15,1,8,0
4279,1199,39,chat,43,4,10,1
4280,934,266,chat,47,4,2,1
4281,907,699,chat,9,4,10,1
4282,504,592,chat,49,2,2,0
4283,660,57,video_call,58,4,6,0
4284,796,75,video_call,35,1,4,0
4285,405,373,video_call,57,5,6,0
4286,321,289,video_call,49,1,10,0
4287,1103,887,video_call,41,2,6,0
4288,1110,876,chat,37,1,4,0
4289,49,11,chat,11,4,10,0
4290,153,834,video_call,25,2,2,0
4291,302,104,chat,9,4,8,0
4292,1564,827,chat,49,3,8,0
4293,1461,814,video_call,19,5,6,1
4294,1127,93,video_call,5,3,2,0
4295,1680,122,chat,36,4,6,0
4296,319,503,chat,59,1,6,0
4297,968,253,chat,25,1,4,0
4298,1119,789,video_call,33,4,6,0
4299,275,240,chat,53,5,8,1
4300,700,371,chat,14,4,2,0
4301,1664,613,chat,15,2,8,0
4302,39,158,chat,55,3,8,0
4303,1554,756,chat,54,3,8,0
4304,1584,474,chat,14,1,6,0
4305,133,453,video_call,6,4,4,1
4306,1025,475,video_call,28,4,6,0
4307,985,545,video_call,35,1,4,0
4308,201,499,chat,24,2,10,0
4309,33,795,video_call,33,3,2,0
4310,1722,309,chat,50,4,4,1
4311,332,577,video_call,26,3,8,0
4312,1404,541,chat,14,4,4,1
4313,1708,308,video_call,33,4,8,1
4314,22,457,chat,48,2,4,0
4315,980,969,video_call,60,2,6,0
4316,427,745,chat,35,4,4,1
4317,257,224,chat,51,5,8,1
4318,833,918,video_call,56,3,10,0
4319,1882,959,chat,42,2,4,0
4320,118,711,chat,54,3,4,0
4321,532,7,chat,55,1,10,0
4322,1933,855,video_call,35,2,10,0
4323,857,761,video_call,25,5,8,1
4324,528,796,video_call,25,2,6,0
4325,843,462,video_call,52,4,10,1
4326,949,512,chat,27,3,4,0
4327,894,871,video_call,42,1,4,0
4328,1703,801,chat,14,2,8,0
4329,431,881,chat,52,2,8,0
4330,1493,212,video_call,8,2,4,0
4331,1933,659,video_call,35,1,2,0
4332,1560,77,chat,58,3,8,0
4333,873,622,video_call,36,1,8,0
4334,337,59,chat,15,5,10,1
4335,592,275,chat,41,5,4,1
4336,360,963,video_call,58,4,10,1
4337,1198,878,video_call,16,1,4,0
4338,1530,424,video_call,11,3,4,0
4339,1390,408,chat,36,1,2,0
4340,865,560,video_call,60,1,8,0
4341,952,905,video_call,18,1,8,0
4342,1893,199,chat,54,1,6,0
4343,1404,12,video_call,23,5,4,1
4344,847,856,chat,16,3,6,0
4345,772,592,video_call,59,1,8,0
4346,328,577,chat,55,4,8,0
4347,1876,569,video_call,39,2,10,0
4348,67,760,chat,53,3,6,0
4349,125,161,chat,44,5,10,1
4350,1432,619,video_call,52,5,4,1
4351,1436,162,chat,16,5,2,1
4352,1173,121,chat,19,3,2,0
4353,612,999,chat,8,2,8,0
4354,1472,430,chat,30,3,4,0
4355,930,884,video_call,40,3,6,0
4356,421,603,chat,21,5,10,1
4357,928,741,video_call,37,5,8,1
4358,6,429,chat,28,4,2,1
4359,1118,11,video_call,41,2,10,0
4360,96,170,video_call,54,1,6,0
4361,1591,846,chat,57,2,10,0
4362,67,287,chat,39,5,2,1
4363,356,921,video_call,27,2,4,0
4364,423,178,video_call,15,2,6,0
4365,138,42,video_call,56,3,6,0
4366,705,874,video_call,12,5,4,0
4367,581,337,video_call,19,4,10,1
4368,1136,828,chat,49,2,10,0
4369,397,774,video_call,17,2,6,0
4370,1741,253,chat,15,5,8,1
4371,1663,551,video_call,27,5,10,0
4372,473,126,video_call,58,3,6,0
4373,186,166,video_call,33,3,10,0
4374,805,321,video_call,8,1,4,0
4375,498,991,chat,30,2,2,0
4376,986,471,chat,42,3,6,0
4377,328,68,video_call,29,2,10,0
4378,1587,888,chat,46,1,10,0
4379,417,924,chat,26,5,2,1
4380,371,406,chat,9,2,2,0
4381,987,382,video_call,51,4,4,0
4382,1751,974,chat,35,3,4,0
4383,1368,874,chat,21,4,2,0
4384,291,719,video_call,44,4,2,1
4385,1570,235,video_call,5,5,10,1
4386,1520,901,chat,25,2,6,0
4387,126,196,video_call,50,1,2,0
4388,725,708,video_call,60,3,6,0
4389,21,326,video_call,22,2,4,0
4390,206,596,video_call,24,2,2,0
4391,1060,872,chat,36,5,8,1
4392,535,478,video_call,28,3,4,0
4393,315,995,video_call,37,5,4,0
4394,521,644,chat,49,5,2,1
4395,1508,950,video_call,24,5,8,1
4396,884,505,chat,58,5,4,0
4397,1804,241,video_call,42,5,10,1
4398,196,367,video_call,15,3,8,0
4399,1468,556,chat,32,3,2,0
4400,1810,533,chat,45,5,6,0
4401,1087,197,video_call,54,3,8,0
4402,1456,813,chat,13,4,4,1
4403,1041,273,chat,35,2,10,0
4404,1596,173,chat,24,2,6,0
4405,1510,383,video_call,55,5,8,1
4406,326,177,video_call,60,3,2,0
4407,1547,109,video_call,27,4,4,0
4408,615,458,video_call,40,4,4,1
4409,516,902,video_call,46,1,2,0
4410,1744,969,video_call,55,2,4,0
4411,1889,281,video_call,23,5,10,1
4412,24,807,video_call,43,4,8,1
4413,1421,455,video_call,13,4,8,1
4414,1882,851,chat,57,1,10,0
4415,740,441,video_call,16,1,8,0
4416,1713,292,video_call,6,2,10,0
4417,154,52,video_call,41,2,4,0
4418,760,782,video_call,39,5,4,1
4419,611,857,chat,10,1,10,0
4420,456,392,video_call,49,1,8,0
4421,1977,22,video_call,34,4,2,1
4422,576,410,video_call,48,4,2,1
4423,893,892,video_call,30,3,4,0
4424,1452,539,chat,5,1,10,0
4425,667,234,chat,16,2,6,0
4426,868,93,chat,57,4,4,0
4427,1379,114,video_call,60,2,8,0
4428,235,13,chat,23,1,8,0
4429,614,141,video_call,50,1,8,0
4430,715,283,chat,12,2,8,0
4431,366,476,chat,47,4,10,1
4432,1948,431,video_call,32,2,6,0
4433,1238,300,video_call,44,1,6,0
4434,1803,439,video_call,35,3,6,0
4435,205,524,chat,6,1,8,0
4436,1270,631,video_call,16,3,4,0
4437,85,904,video_call,23,5,4,1
4438,547,791,chat,9,4,4,1
4439,708,439,chat,55,2,10,0
4440,1688,399,chat,33,5,2,1
4441,1791,301,chat,52,2,8,0
4442,1725,780,video_call,31,5,10,1
4443,1410,479,video_call,17,5,8,0
4444,546,65,video_call,5,5,6,1
4445,1791,346,chat,35,3,4,0
4446,188,401,chat,20,3,10,0
4447,1236,17,video_call,42,2,8,0
4448,1093,80,chat,48,4,2,1
4449,1734,664,chat,52,1,6,0
4450,455,467,chat,22,2,8,0
4451,105,406,chat,10,5,8,0
4452,1973,877,chat,31,3,8,0
4453,1739,479,video_call,48,4,4,1
4454,1894,829,video_call,28,3,2,0
4455,1064,382,video_call,8,2,8,0
4456,974,947,video_call,41,1,2,0
4457,1592,530,chat,26,1,8,0
4458,1331,862,chat,6,3,4,0
4459,745,422,chat,7,3,2,0
4460,467,723,video_call,33,3,8,0
4461,1213,522,video_call,18,1,8,0
4462,990,661,chat,47,2,2,0
4463,1675,415,chat,49,1,10,0
4464,1911,139,video_call,52,2,8,0
4465,841,910,chat,41,3,2,0
4466,1259,17,chat,37,5,8,1
4467,1029,779,chat,48,5,2,1
4468,1539,211,chat,18,3,4,0
4469,1427,528,chat,30,1,6,0
4470,1636,653,chat,59,1,6,0
4471,1170,142,video_call,58,1,8,0
4472,121,269,chat,53,1,10,0
4473,1771,412,chat,6,4,8,1
4474,1719,63,video_call,30,2,10,0
4475,1907,986,video_call,35,2,10,0
4476,1191,182,video_call,48,5,10,0
4477,1005,123,video_call,31,3,4,0
4478,1583,824,video_call,34,1,8,0
4479,1511,937,video_call,39,4,6,1
4480,352,415,chat,15,1,4,0
4481,1471,713,video_call,10,2,6,0
4482,620,704,video_call,12,3,6,0
4483,1588,580,chat,33,1,8,0
4484,1227,184,video_call,44,3,10,0
4485,900,195,video_call,28,3,10,0
4486,1087,167,chat,19,5,10,0
4487,570,675,video_call,56,1,4,0
4488,1604,893,video_call,34,5,2,1
4489,1029,881,video_call,29,4,6,1
4490,1389,117,chat,46,5,10,0
4491,1554,925,video_call,11,4,6,0
4492,1190,944,video_call,59,5,2,1
4493,410,963,chat,54,1,2,0
4494,975,56,video_call,31,3,2,0
4495,914,901,video_call,18,1,10,0
4496,1289,553,video_call,38,1,8,0
4497,327,412,video_call,38,2,10,0
4498,1938,425,video_call,46,3,6,0
4499,1726,540,chat,53,1,2,0
4500,938,151,chat,41,2,8,0
4501,1293,283,video_call,9,4,10,1
4502,1920,607,video_call,51,5,8,0
4503,352,820,chat,30,4,4,1
4504,68,544,video_call,58,1,4,0
4505,1280,123,chat,8,2,8,0
4506,399,689,chat,22,3,4,0
4507,668,823,chat,45,2,6,0
4508,685,535,chat,5,1,4,0
4509,23,754,chat,56,2,6,0
4510,333,674,chat,18,4,10,1
4511,185,962,video_call,19,4,6,1
4512,375,565,chat,41,4,8,0
4513,1899,722,video_call,20,5,8,1
4514,920,1,video_call,53,3,4,0
4515,769,326,video_call,59,3,2,0
4516,721,364,video_call,49,4,6,1
4517,163,717,chat,55,3,6,0
4518,1392,17,video_call,60,4,6,0
4519,1841,523,video_call,12,3,10,0
4520,926,511,video_call,38,3,6,0
4521,1924,730,chat,31,2,4,0
4522,1968,131,video_call,32,1,8,0
4523,826,827,chat,43,5,10,1
4524,1199,76,video_call,28,5,6,1
4525,993,992,video_call,13,1,6,0
4526,381,620,chat,16,2,8,0
4527,1155,635,video_call,5,4,8,1
4528,1980,465,chat,16,2,6,0
4529,773,625,video_call,42,5,10,1
4530,657,770,chat,60,4,10,1
4531,1455,508,chat,44,2,6,0
4532,1877,800,chat,5,3,2,0
4533,506,261,video_call,8,5,6,0
4534,1666,253,video_call,25,2,10,0
4535,1082,764,video_call,53,5,2,1
4536,259,413,video_call,6,1,2,0
4537,594,305,video_call,46,4,8,1
4538,1264,742,video_call,55,3,4,0
4539,1747,35,chat,51,5,2,1
4540,243,18,video_call,38,5,8,1
4541,1846,651,chat,13,1,10,0
4542,1256,554,chat,46,3,8,0
4543,609,164,video_call,23,1,6,0
4544,1272,993,video_call,8,5,4,1
4545,1704,238,video_call,41,4,8,1
4546,1931,820,video_call,44,3,10,0
4547,1855,636,chat,13,5,10,0
4548,1673,35,chat,30,5,4,0
4549,175,486,chat,20,1,8,0
4550,1261,419,chat,11,5,8,1
4551,984,157,chat,59,1,6,0
4552,508,815,chat,36,3,2,0
4553,1456,168,chat,19,1,4,0
4554,988,677,chat,59,4,2,1
4555,1017,502,chat,17,2,2,0
4556,1017,994,chat,8,2,8,0
4557,177,776,video_call,7,2,6,0
4558,1707,637,video_call,42,2,10,0
4559,992,199,video_call,34,1,4,0
4560,611,750,video_call,56,3,6,0
4561,564,867,chat,23,5,10,1
4562,555,506,chat,6,4,10,1
4563,264,794,video_call,25,1,2,0
4564,1417,858,chat,31,3,2,0
4565,1593,776,video_call,55,4,2,0
4566,1410,571,chat,10,4,4,0
4567,341,885,chat,10,3,6,0
4568,786,198,chat,7,5,2,1
4569,726,522,video_call,27,3,10,0
4570,1520,81,video_call,25,4,6,1
4571,1640,635,chat,47,3,4,0
4572,1234,683,video_call,30,1,8,0
4573,1682,485,video_call,8,3,2,0
4574,1204,252,video_call,50,3,6,0
4575,1829,320,video_call,39,3,2,0
4576,1559,255,video_call,16,1,10,0
4577,50,698,video_call,42,4,8,0
4578,1572,963,video_call,20,5,6,0
4579,1115,568,chat,48,3,2,0
4580,1352,456,video_call,14,4,6,1
4581,1430,347,video_call,29,3,8,0
4582,1453,615,video_call,60,2,4,0
4583,702,739,chat,13,2,2,0
4584,1910,195,chat,24,3,2,0
4585,1031,930,video_call,53,4,8,1
4586,1475,989,chat,7,5,4,1
4587,1392,733,video_call,43,5,2,1
4588,1481,843,chat,60,2,2,0
4589,189,205,video_call,56,4,8,1
4590,687,551,chat,40,3,10,0
4591,97,352,video_call,56,4,4,1
4592,245,115,chat,7,3,8,0
4593,1636,701,video_call,14,1,6,0
4594,463,616,chat,48,1,8,0
4595,978,975,chat,28,3,6,0
4596,984,744,video_call,60,5,4,0
4597,1834,202,video_call,33,1,6,0
4598,800,764,video_call,57,5,10,1
4599,500,591,chat,31,4,8,0
4600,271,894,chat,16,2,6,0
4601,1440,778,chat,5,3,4,0
4602,2000,14,video_call,52,4,2,0
4603,617,17,video_call,28,4,10,0
4604,13,222,chat,38,4,2,1
4605,1665,54,chat,20,1,8,0
4606,811,245,chat,58,1,6,0
4607,91,133,video_call,46,4,6,0
4608,1278,559,video_call,5,2,10,0
4609,90,607,video_call,15,1,4,0
4610,1309,30,video_call,28,2,2,0
4611,1246,269,chat,15,2,8,0
4612,1551,380,chat,49,5,6,1
4613,230,589,video_call,30,1,2,0
4614,1277,734,chat,7,2,8,0
4615,715,940,chat,23,3,6,0
4616,1662,280,video_call,7,3,6,0
4617,1531,571,chat,49,3,6,0
4618,462,527,video_call,12,5,2,1
4619,248,736,chat,27,3,10,0
4620,433,291,chat,53,3,8,0
4621,832,161,video_call,43,3,4,0
4622,253,506,chat,8,3,8,0
4623,779,13,video_call,56,4,2,0
4624,1722,143,chat,39,4,2,1
4625,607,460,video_call,53,4,8,1
4626,403,362,video_call,28,5,6,1
4627,767,978,video_call,48,1,2,0
4628,904,236,video_call,32,4,2,1
4629,111,356,chat,41,1,6,0
4630,265,184,chat,24,1,4,0
4631,503,605,chat,24,4,10,1
4632,1454,385,chat,51,3,4,0
4633,199,697,chat,49,4,10,1
4634,1481,472,video_call,41,1,10,0
4635,1306,590,chat,32,3,8,0
4636,1190,220,chat,26,4,2,1
4637,399,903,chat,50,5,8,1
4638,1374,573,chat,30,5,2,1
4639,960,51,video_call,20,4,8,0
4640,182,556,chat,20,1,2,0
4641,1155,191,video_call,6,5,6,1
4642,496,223,video_call,59,2,10,0
4643,1431,491,video_call,55,2,4,0
4644,1159,882,chat,23,3,2,0
4645,382,890,video_call,25,2,4,0
4646,1671,405,chat,29,5,10,1
4647,529,170,chat,35,2,10,0
4648,1911,727,video_call,19,5,6,1
4649,96,140,video_call,48,2,2,0
4650,1179,97,chat,49,1,2,0
4651,867,632,video_call,19,2,10,0
4652,572,301,video_call,18,3,8,0
4653,1352,73,video_call,43,1,8,0
4654,679,840,chat,60,1,6,0
4655,1726,276,chat,13,4,2,0
4656,907,332,chat,41,5,10,1
4657,1129,983,video_call,12,1,2,0
4658,1468,853,chat,55,3,4,0
4659,438,690,video_call,16,4,4,0
4660,1010,461,chat,34,2,4,0
4661,1924,78,chat,51,5,2,0
4662,823,951,chat,51,4,2,0
4663,908,4,video_call,40,3,2,0
4664,488,388,video_call,26,5,6,1
4665,1032,816,chat,13,3,2,0
4666,1491,844,video_call,45,4,6,0
4667,271,920,chat,22,1,8,0
4668,970,801,chat,37,2,8,0
4669,929,431,video_call,28,5,2,0
4670,881,851,video_call,5,1,4,0
4671,1448,415,video_call,56,5,6,1
4672,1626,830,chat,55,3,8,0
4673,1493,73,chat,41,4,6,1
4674,995,662,video_call,11,5,4,0
4675,1432,789,chat,52,5,10,0
4676,1725,613,video_call,21,5,10,1
4677,1207,758,chat,57,3,2,0
4678,1776,289,video_call,14,4,8,1
4679,262,135,video_call,42,3,8,0
4680,208,134,video_call,15,5,10,0
4681,1804,547,video_call,47,1,6,0
4682,1262,296,chat,19,3,2,0
4683,9,717,video_call,16,4,8,0
4684,1883,897,video_call,13,2,10,0
4685,1992,544,chat,36,3,4,0
4686,1694,911,video_call,26,4,8,0
4687,1426,504,video_call,59,5,10,1
4688,1862,989,video_call,18,4,10,1
4689,1330,495,video_call,26,5,6,1
4690,1070,51,chat,49,1,4,0
4691,1430,741,chat,41,3,8,0
4692,627,479,chat,30,1,6,0
4693,1056,439,chat,44,3,10,0
4694,1588,816,chat,17,5,4,0
4695,1754,636,chat,14,2,8,0
4696,1647,123,video_call,58,5,2,1
4697,289,428,video_call,29,4,4,1
4698,858,331,chat,25,4,10,1
4699,569,339,chat,47,5,8,1
4700,1540,777,chat,36,3,2,0
4701,1979,177,chat,35,4,6,1
4702,108,396,chat,26,5,8,0
4703,1753,136,chat,48,1,6,0
4704,147,425,chat,27,3,6,0
4705,219,158,video_call,21,3,6,0
4706,141,789,chat,23,1,4,0
4707,1642,869,video_call,17,5,8,0
4708,873,18,video_call,58,3,8,0
4709,1777,43,video_call,33,1,4,0
4710,837,199,video_call,44,3,6,0
4711,316,939,video_call,37,4,2,1
4712,1633,711,chat,51,1,10,0
4713,1253,754,video_call,6,5,6,0
4714,436,276,video_call,42,4,2,0
4715,975,611,chat,60,5,8,1
4716,559,345,video_call,40,3,2,0
4717,430,372,chat,44,3,10,0
4718,27,306,chat,7,4,4,1
4719,1578,387,chat,24,5,2,1
4720,1021,656,video_call,41,3,2,0
4721,1820,345,video_call,13,4,2,1
4722,1264,257,chat,14,1,4,0
4723,1986,93,chat,38,5,4,1
4724,575,626,video_call,34,2,6,0
4725,315,42,video_call,11,5,8,1
4726,965,293,chat,34,3,10,0
4727,749,979,video_call,47,3,2,0
4728,1052,921,chat,52,3,10,0
4729,1478,163,video_call,5,5,10,0
4730,265,860,chat,55,5,8,1
4731,1651,961,chat,11,5,8,1
4732,1325,785,video_call,15,4,2,0
4733,739,740,chat,50,5,6,1
4734,861,859,chat,23,5,4,1
4735,909,198,video_call,29,4,4,0
4736,438,673,video_call,28,1,10,0
4737,1891,915,video_call,34,5,10,1
4738,1596,151,chat,57,3,6,0
4739,1154,320,chat,44,5,10,0
4740,1912,431,video_call,20,2,8,0
4741,1485,148,video_call,46,4,2,1
4742,1030,969,video_call,14,2,4,0
4743,966,696,video_call,7,4,6,0
4744,1788,819,chat,8,5,6,0
4745,915,595,chat,50,3,2,0
4746,1285,811,chat,31,4,6,1
4747,1216,538,video_call,57,5,10,1
4748,82,864,chat,52,2,8,0
4749,1054,68,chat,42,1,6,0
4750,1012,617,video_call,40,5,6,1
4751,1247,781,chat,15,4,10,1
4752,540,564,chat,31,2,10,0
4753,47,882,video_call,6,4,8,1
4754,488,608,chat,48,1,4,0
4755,235,959,video_call,45,3,2,0
4756,1121,900,video_call,14,5,10,1
4757,793,868,video_call,37,2,2,0
4758,1329,848,chat,5,4,8,0
4759,1741,989,video_call,60,1,2,0
4760,932,601,video_call,19,4,4,1
4761,295,397,video_call,19,3,10,0
4762,1358,953,chat,47,3,10,0
4763,1848,466,video_call,20,3,2,0
4764,862,503,chat,34,5,10,1
4765,1063,802,video_call,17,3,6,0
4766,1415,457,video_call,56,4,8,1
4767,208,785,video_call,58,2,2,0
4768,662,338,chat,45,1,6,0
4769,902,693,video_call,27,2,2,0
4770,1075,490,video_call,38,3,6,0
4771,540,46,chat,28,5,10,1
4772,1991,79,chat,9,3,8,0
4773,1948,53,video_call,53,2,4,0
4774,1328,813,chat,59,1,4,0
4775,821,549,chat,12,3,8,0
4776,1678,957,video_call,52,1,10,0
4777,1309,449,chat,44,4,10,1
4778,1808,146,video_call,45,3,6,0
4779,732,437,chat,21,4,8,1
4780,601,26,video_call,57,4,8,0
4781,1668,23,video_call,32,2,4,0
4782,1256,327,chat,18,4,10,1
4783,1779,122,chat,42,4,6,1
4784,1879,165,video_call,47,4,4,1
4785,806,985,video_call,50,1,4,0
4786,1157,850,video_call,26,5,6,0
4787,1356,312,video_call,57,2,4,0
4788,359,308,video_call,29,3,2,0
4789,1127,356,chat,39,2,10,0
4790,887,817,chat,6,4,4,1
4791,1628,394,chat,50,3,8,0
4792,362,745,video_call,27,5,6,1
4793,1332,85,chat,22,5,2,1
4794,906,4,chat,5,2,4,0
4795,158,526,video_call,30,5,10,1
4796,1709,966,chat,11,2,6,0
4797,1716,281,chat,29,1,10,0
4798,523,837,video_call,49,4,8,1
4799,1508,132,video_call,39,4,6,1
4800,495,995,video_call,54,1,4,0
4801,870,985,chat,52,1,10,0
4802,1487,662,chat,50,2,2,0
4803,1143,913,video_call,31,4,8,1
4804,1229,765,chat,31,4,8,0
4805,4,143,chat,52,4,4,1
4806,1662,973,video_call,13,2,4,0
4807,1393,716,video_call,22,5,10,1
4808,149,922,video_call,51,4,8,1
4809,1825,432,chat,27,5,2,1
4810,1770,464,video_call,25,2,6,0
4811,566,834,chat,12,3,6,0
4812,56,632,video_call,18,2,6,0
4813,129,469,chat,59,4,6,1
4814,630,144,chat,57,1,2,0
4815,1126,393,video_call,36,2,8,0
4816,447,69,chat,52,4,10,1
4817,730,597,video_call,45,2,8,0
4818,1404,450,chat,59,3,2,0
4819,612,623,video_call,6,2,10,0
4820,663,3,video_call,52,3,6,0
4821,131,747,video_call,58,3,6,0
4822,1896,700,chat,40,4,8,1
4823,1093,933,video_call,41,1,6,0
4824,961,774,video_call,19,1,6,0
4825,1895,370,chat,29,1,6,0
4826,1407,494,chat,42,2,4,0
4827,733,96,video_call,21,5,8,1
4828,956,604,chat,18,1,4,0
4829,1792,705,video_call,23,1,10,0
4830,660,293,video_call,33,4,8,1
4831,1053,199,video_call,49,5,6,1
4832,123,103,chat,20,1,6,0
4833,423,597,video_call,25,1,2,0
4834,513,235,chat,35,5,8,1
4835,213,968,video_call,36,5,2,1
4836,200,47,chat,45,5,6,1
4837,264,339,chat,58,1,8,0
4838,1316,562,video_call,14,4,10,1
4839,501,947,video_call,28,3,4,0
4840,1448,761,video_call,5,4,2,1
4841,400,56,video_call,37,4,6,0
4842,1416,965,chat,49,1,6,0
4843,1875,851,video_call,15,3,2,0
4844,197,297,video_call,6,4,8,1
4845,212,323,video_call,21,3,10,0
4846,1160,146,video_call,11,4,8,0
4847,422,870,video_call,13,2,4,0
4848,570,39,video_call,25,2,10,0
4849,268,189,video_call,8,3,8,0
4850,287,671,video_call,11,5,2,0
4851,234,777,video_call,21,5,6,1
4852,1180,104,video_call,19,2,6,0
4853,372,530,chat,12,2,4,0
4854,499,751,chat,26,4,6,1
4855,444,312,video_call,37,4,6,0
4856,611,625,chat,32,1,4,0
4857,541,598,chat,32,2,6,0
4858,357,764,video_call,51,5,6,1
4859,1537,465,chat,45,2,6,0
4860,1356,587,chat,16,5,8,0
4861,730,415,video_call,26,2,8,0
4862,1966,414,chat,57,3,10,0
4863,1735,68,chat,36,4,4,1
4864,505,894,video_call,44,4,8,1
4865,546,485,chat,19,2,8,0
4866,1739,596,chat,15,3,8,0
4867,1593,972,chat,53,4,8,0
4868,1366,239,chat,18,5,10,1
4869,1434,949,chat,13,5,10,0
4870,1532,256,video_call,23,2,8,0
4871,1012,946,video_call,24,1,6,0
4872,973,84,video_call,46,4,8,0
4873,1526,641,video_call,25,3,4,0
4874,1926,676,chat,31,5,6,1
4875,879,253,video_call,31,1,8,0
4876,1497,552,video_call,23,5,8,1
4877,485,631,video_call,31,1,6,0
4878,1763,230,video_call,11,4,10,1
4879,1423,473,video_call,6,2,2,0
4880,1019,826,video_call,35,2,8,0
4881,121,483,video_call,54,1,2,0
4882,561,550,chat,57,4,10,0
4883,40,570,video_call,29,3,10,0
4884,426,121,video_call,12,3,8,0
4885,1606,202,chat,55,4,8,1
4886,1316,285,video_call,52,5,4,1
4887,1439,304,chat,53,4,4,0
4888,392,613,video_call,34,2,10,0
4889,1763,826,chat,5,2,8,0
4890,1681,587,chat,37,1,2,0
4891,372,658,chat,49,4,6,1
4892,182,636,chat,33,1,8,0
4893,1397,911,video_call,18,3,4,0
4894,1229,114,video_call,11,4,2,1
4895,1609,792,video_call,12,4,4,1
4896,558,749,video_call,53,1,4,0
4897,464,238,chat,22,2,8,0
4898,1880,682,chat,58,4,4,0
4899,561,547,video_call,23,1,10,0
4900,1118,817,chat,10,1,2,0
4901,1772,445,chat,43,2,2,0
4902,152,258,video_call,11,4,2,0
4903,1185,671,video_call,54,1,2,0
4904,1738,320,video_call,7,2,10,0
4905,1151,851,chat,59,4,2,1
4906,1115,34,video_call,44,5,2,1
4907,296,125,video_call,21,5,6,1
4908,535,910,video_call,8,2,6,0
4909,405,77,chat,8,4,10,0
4910,197,498,video_call,18,5,8,1
4911,664,807,chat,11,1,8,0
4912,238,209,video_call,55,1,10,0
4913,1397,317,video_call,13,3,8,0
4914,1371,889,video_call,15,5,10,0
4915,181,297,video_call,12,2,10,0
4916,941,872,chat,25,2,8,0
4917,1913,714,video_call,54,5,4,0
4918,976,870,chat,36,4,6,0
4919,385,620,video_call,20,5,2,1
4920,1305,512,chat,44,1,8,0
4921,251,802,chat,15,2,4,0
4922,244,357,chat,8,1,4,0
4923,169,943,chat,18,3,2,0
4924,842,612,chat,47,2,8,0
4925,137,417,chat,57,3,6,0
4926,343,331,video_call,53,4,6,0
4927,5,143,chat,23,4,2,0
4928,956,598,chat,38,5,6,1
4929,1239,290,video_call,8,1,6,0
4930,218,606,chat,32,4,6,0
4931,1879,412,video_call,28,3,10,0
4932,607,908,video_call,59,2,8,0
4933,1307,742,video_call,34,2,8,0
4934,828,137,chat,30,3,2,0
4935,531,392,video_call,35,1,2,0
4936,170,302,chat,12,2,2,0
4937,1677,388,chat,60,2,6,0
4938,83,807,chat,54,1,2,0
4939,8,992,chat,31,5,10,1
4940,557,996,video_call,36,2,10,0
4941,289,8,chat,31,2,4,0
4942,1028,738,video_call,12,3,4,0
4943,287,235,video_call,40,2,4,0
