interaction_id,user_id,mentor_id,interaction_type,session_duration_minutes,rating_given_by_user,helpfulness_score,match_success
1915,1,268,video_call,48,4,8,1
1916,764,494,video_call,60,5,10,1
1917,325,792,video_call,60,4,8,1
1918,661,701,video_call,31,4,8,1
1919,363,499,chat,52,3,6,0
1920,1287,559,chat,26,4,8,1
1921,1742,329,chat,57,2,4,0
1922,171,139,chat,45,3,6,0
1923,1212,514,video_call,46,2,4,0
1924,1310,784,video_call,44,4,8,1
1925,63,302,video_call,15,2,4,0
1926,1796,475,video_call,23,2,4,0
1927,1184,792,video_call,42,3,6,0
1928,1345,727,chat,16,2,4,0
1929,1103,476,video_call,59,1,2,0
1930,1309,593,video_call,11,5,10,1
1931,976,263,chat,8,2,4,0
1932,699,53,chat,19,5,10,1
1933,1711,780,video_call,47,4,8,1
1934,1984,624,chat,47,5,10,1
1935,276,573,video_call,49,1,2,0
1936,1380,686,video_call,53,2,4,0
1937,996,757,chat,47,5,10,1
1938,275,212,video_call,33,3,6,0
1939,1888,554,video_call,37,4,8,1
1940,1904,753,chat,34,3,6,0
1941,1948,221,video_call,20,3,6,0
1942,815,788,chat,45,2,4,0
1943,1815,441,chat,20,1,2,0
1944,1869,339,video_call,41,3,6,0
1945,1404,152,chat,57,1,2,0
1946,1298,726,video_call,33,3,6,0
1947,1917,658,video_call,59,2,4,0
1948,1444,219,video_call,20,3,6,0
1949,566,291,video_call,22,3,6,0
1950,1616,705,chat,19,1,2,0
1951,512,155,chat,20,5,10,1
1952,1482,357,video_call,41,1,2,0
1953,1543,444,chat,40,1,2,0
1954,1167,684,chat,26,1,2,0
1955,1255,604,video_call,33,4,8,1
1956,746,560,video_call,54,4,8,1
1957,1010,736,chat,34,4,8,1
1958,1184,690,video_call,33,1,2,0
1959,68,785,chat,40,2,4,0
1960,176,327,chat,41,4,8,1
1961,1034,527,chat,19,5,10,1
1962,932,345,chat,59,3,6,0
1963,1215,222,video_call,16,5,10,1
1964,518,226,chat,6,3,6,0
1965,546,605,video_call,57,2,4,0
1966,1723,750,video_call,30,5,10,1
1967,822,798,video_call,20,2,4,0
1968,923,250,video_call,48,1,2,0
1969,926,12,video_call,21,1,2,0
1970,1994,269,video_call,30,5,10,1
1971,250,15,chat,10,3,6,0
1972,1228,238,video_call,51,4,8,1
1973,1104,314,video_call,17,1,2,0
1974,1650,318,video_call,33,3,6,0
1975,811,67,chat,8,1,2,0
1976,1712,786,chat,9,4,8,1
1977,1596,344,chat,47,3,6,0
1978,546,241,chat,57,2,4,0
1979,1427,162,chat,10,2,4,0
1980,361,640,video_call,49,1,2,0
1981,413,508,video_call,19,5,10,1
1982,270,181,video_call,24,4,8,1
1983,1077,355,video_call,50,2,4,0
1984,859,112,video_call,43,1,2,0
1985,1609,126,chat,19,2,4,0
1986,305,531,chat,25,3,6,0
1987,1086,30,chat,59,5,10,1
1988,449,369,video_call,42,5,10,1
1989,736,269,chat,28,3,6,0
1990,1599,252,video_call,51,3,6,0
1991,1581,374,video_call,21,5,10,1
1992,909,406,chat,26,4,8,1
1993,1679,403,video_call,10,1,2,0
1994,1879,228,video_call,28,2,4,0
1995,550,72,chat,13,4,8,1
1996,1580,636,chat,14,1,2,0
1997,975,54,video_call,49,5,10,1
1998,1853,454,chat,35,2,4,0
1999,1615,152,video_call,18,3,6,0
2000,109,622,chat,26,3,6,0
2001,1085,144,video_call,7,1,2,0
2002,1193,720,chat,51,3,6,0
2003,1812,376,chat,35,2,4,0
2004,1579,708,video_call,38,4,8,1
2005,245,261,chat,56,5,10,1
2006,129,518,chat,54,4,8,1
2007,1155,2,video_call,21,1,2,0
2008,1899,214,chat,53,3,6,0
2009,1390,626,chat,58,5,10,1
2010,544,49,chat,47,5,10,1
2011,1367,754,video_call,10,4,8,1
2012,569,82,chat,9,4,8,1
2013,1479,658,video_call,21,3,6,0
2014,878,727,chat,53,5,10,1
2015,428,3,chat,31,3,6,0
2016,1041,43,chat,52,5,10,1
2017,1783,375,chat,43,1,2,0
2018,1579,5,video_call,10,4,8,1
2019,201,289,chat,6,4,8,1
2020,861,618,video_call,37,4,8,1
2021,1433,601,chat,37,4,8,1
2022,1000,548,chat,38,1,2,0
2023,551,726,chat,18,3,6,0
2024,1540,71,video_call,6,3,6,0
2025,1763,362,chat,59,5,10,1
2026,149,563,chat,42,3,6,0
2027,1363,67,chat,12,1,2,0
2028,1130,38,chat,40,2,4,0
2029,1559,111,video_call,19,1,2,0
2030,7,243,chat,48,2,4,0
2031,1748,336,chat,20,3,6,0
2032,897,651,video_call,8,5,10,1
2033,1188,426,video_call,10,2,4,0
2034,803,159,chat,8,3,6,0
2035,1030,726,chat,32,4,8,1
2036,1179,248,video_call,9,4,8,1
2037,1300,167,video_call,30,1,2,0
2038,340,86,video_call,54,1,2,0
2039,1166,175,chat,33,2,4,0
2040,738,28,chat,5,3,6,0
2041,931,14,chat,10,5,10,1
2042,187,701,video_call,54,2,4,0
2043,1705,71,video_call,58,5,10,1
2044,309,396,video_call,57,4,8,1
2045,535,340,chat,38,3,6,0
2046,1712,115,video_call,16,4,8,1
2047,653,451,chat,57,3,6,0
2048,451,739,video_call,24,5,10,1
2049,1571,274,chat,41,5,10,1
2050,1439,395,chat,35,1,2,0
2051,298,671,video_call,55,4,8,1
2052,1450,601,chat,21,1,2,0
2053,165,575,chat,56,3,6,0
2054,853,704,chat,56,4,8,1
2055,1669,310,chat,18,5,10,1
2056,1327,390,video_call,33,5,10,1
2057,1489,611,video_call,20,5,10,1
2058,1368,748,chat,59,1,2,0
2059,396,713,chat,20,3,6,0
2060,1824,610,video_call,46,3,6,0
2061,1749,523,video_call,45,2,4,0
2062,1732,659,chat,44,4,8,1
2063,242,458,video_call,59,4,8,1
2064,1945,215,chat,45,2,4,0
2065,749,407,chat,33,2,4,0
2066,1524,70,chat,18,2,4,0
2067,121,100,video_call,54,4,8,1
2068,698,51,chat,14,2,4,0
2069,546,258,video_call,6,5,10,1
2070,94,696,chat,52,4,8,1
2071,237,302,chat,32,4,8,1
2072,628,167,chat,14,3,6,0
2073,866,69,video_call,48,4,8,1
2074,1560,635,video_call,25,4,8,1
2075,1941,657,video_call,35,1,2,0
2076,1135,225,chat,8,2,4,0
2077,1717,268,chat,31,2,4,0
2078,149,459,chat,30,3,6,0
2079,1348,105,chat,18,5,10,1
2080,617,290,video_call,37,5,10,1
2081,1686,452,chat,29,1,2,0
2082,694,401,chat,33,1,2,0
2083,868,733,chat,43,3,6,0
2084,810,616,chat,31,4,8,1
2085,1661,430,video_call,14,5,10,1
2086,1636,253,chat,49,5,10,1
2087,1910,475,chat,60,3,6,0
2088,226,271,video_call,45,5,10,1
2089,1602,568,video_call,11,3,6,0
2090,942,324,video_call,40,1,2,0
2091,265,50,chat,6,2,4,0
2092,972,604,video_call,25,5,10,1
2093,698,571,video_call,45,1,2,0
2094,1654,298,video_call,52,4,8,1
2095,328,531,video_call,26,3,6,0
2096,754,667,chat,20,3,6,0
2097,1420,479,video_call,42,4,8,1
2098,807,443,chat,13,2,4,0
2099,138,761,chat,11,2,4,0
2100,311,714,chat,36,4,8,1
2101,1529,138,chat,14,3,6,0
2102,327,599,video_call,23,5,10,1
2103,1630,224,video_call,52,3,6,0
2104,1398,752,chat,37,1,2,0
2105,738,105,chat,43,1,2,0
2106,519,169,chat,8,5,10,1
2107,602,732,chat,36,5,10,1
2108,325,414,video_call,56,2,4,0
2109,1626,548,video_call,50,4,8,1
2110,1259,765,video_call,41,3,6,0
2111,1793,453,video_call,49,3,6,0
2112,1069,539,chat,40,4,8,1
2113,1859,695,chat,34,5,10,1
2114,371,655,chat,60,2,4,0
2115,1553,634,video_call,45,4,8,1
2116,1405,354,video_call,43,5,10,1
2117,930,99,chat,60,2,4,0
2118,1126,504,video_call,51,1,2,0
2119,1166,414,chat,27,3,6,0
2120,15,621,chat,35,4,8,1
2121,778,547,chat,13,2,4,0
2122,1157,597,chat,8,1,2,0
2123,1323,703,video_call,48,4,8,1
2124,539,441,chat,60,3,6,0
2125,1010,344,chat,58,4,8,1
2126,545,213,video_call,9,3,6,0
2127,1845,187,video_call,37,4,8,1
2128,607,610,chat,50,1,2,0
2129,1737,293,chat,52,1,2,0
2130,892,421,chat,24,1,2,0
2131,678,724,chat,9,5,10,1
2132,1776,37,chat,59,4,8,1
2133,109,576,video_call,21,2,4,0
2134,1120,405,chat,7,2,4,0
2135,639,427,chat,41,3,6,0
2136,1816,411,chat,36,2,4,0
2137,1904,715,chat,16,5,10,1
2138,670,533,video_call,36,2,4,0
2139,122,485,video_call,57,1,2,0
2140,575,503,chat,41,3,6,0
2141,1812,686,chat,52,5,10,1
2142,1491,299,chat,17,2,4,0
2143,2000,687,chat,45,1,2,0
2144,1723,326,chat,6,4,8,1
2145,518,606,chat,50,4,8,1
2146,645,742,video_call,31,4,8,1
2147,126,4,video_call,38,2,4,0
2148,1333,241,video_call,27,4,8,1
2149,1721,378,video_call,43,3,6,0
2150,1516,637,chat,28,5,10,1
2151,882,220,chat,48,2,4,0
2152,392,211,video_call,43,2,4,0
2153,820,175,video_call,16,3,6,0
2154,1654,527,video_call,52,5,10,1
2155,705,154,video_call,17,2,4,0
2156,84,800,video_call,40,5,10,1
2157,260,386,chat,34,2,4,0
2158,1332,703,chat,39,4,8,1
2159,1927,405,video_call,9,4,8,1
2160,168,370,video_call,54,2,4,0
2161,265,588,chat,13,5,10,1
2162,1759,490,chat,45,1,2,0
2163,89,629,video_call,7,5,10,1
2164,1692,356,chat,25,1,2,0
2165,1007,182,chat,19,4,8,1
2166,1498,555,video_call,56,1,2,0
2167,1126,666,chat,40,2,4,0
2168,283,624,chat,18,4,8,1
2169,1253,139,chat,21,4,8,1
2170,1420,102,chat,49,1,2,0
2171,786,237,chat,48,2,4,0
2172,1433,155,video_call,47,1,2,0
2173,737,38,chat,50,3,6,0
2174,88,674,chat,33,1,2,0
2175,1873,8,video_call,9,4,8,1
2176,678,562,chat,37,1,2,0
2177,634,688,video_call,43,3,6,0
2178,1898,247,video_call,48,1,2,0
2179,484,218,video_call,38,1,2,0
2180,1846,589,chat,7,1,2,0
2181,1656,17,chat,17,1,2,0
2182,1773,552,video_call,24,3,6,0
2183,70,359,chat,11,1,2,0
2184,605,270,chat,30,1,2,0
2185,955,664,chat,14,2,4,0
2186,1704,167,chat,21,5,10,1
2187,578,125,chat,23,2,4,0
2188,1277,123,video_call,56,3,6,0
2189,687,175,video_call,24,2,4,0
2190,840,35,chat,8,4,8,1
2191,1644,141,video_call,21,5,10,1
2192,956,449,video_call,54,3,6,0
2193,1362,149,video_call,15,1,2,0
2194,1568,307,chat,38,2,4,0
2195,306,383,video_call,15,3,6,0
2196,1254,435,chat,59,3,6,0
2197,774,227,chat,46,2,4,0
2198,388,451,video_call,60,3,6,0
2199,1249,77,video_call,29,2,4,0
2200,186,187,video_call,11,5,10,1
2201,1281,603,video_call,13,2,4,0
2202,1678,60,chat,43,4,8,1
2203,1111,270,chat,43,2,4,0
2204,1377,698,chat,25,1,2,0
2205,1378,5,video_call,52,4,8,1
2206,362,546,chat,8,1,2,0
2207,714,157,video_call,28,5,10,1
2208,595,615,chat,21,4,8,1
2209,922,491,video_call,27,3,6,0
2210,341,765,video_call,22,4,8,1
2211,1470,117,chat,35,5,10,1
2212,1953,100,chat,44,4,8,1
2213,30,17,chat,36,2,4,0
2214,1695,643,video_call,25,3,6,0
2215,715,469,chat,13,3,6,0
2216,679,534,video_call,17,5,10,1
2217,986,746,chat,15,2,4,0
2218,1330,493,video_call,56,2,4,0
2219,675,794,chat,47,2,4,0
2220,1292,537,chat,13,5,10,1
2221,940,693,video_call,41,3,6,0
2222,1297,518,chat,9,5,10,1
2223,1385,512,video_call,10,1,2,0
2224,1239,112,chat,38,4,8,1
2225,807,422,video_call,36,5,10,1
2226,1068,732,chat,16,1,2,0
2227,1206,385,video_call,6,4,8,1
2228,1210,581,chat,32,3,6,0
2229,1158,65,chat,53,4,8,1
2230,1383,364,video_call,59,1,2,0
2231,1858,74,video_call,20,2,4,0
2232,1004,396,chat,24,1,2,0
2233,306,31,video_call,51,3,6,0
2234,734,586,chat,11,4,8,1
2235,1324,138,chat,46,2,4,0
2236,1826,462,chat,21,4,8,1
2237,615,199,video_call,59,1,2,0
2238,1462,472,chat,15,2,4,0
2239,1721,28,video_call,22,1,2,0
2240,780,431,video_call,5,3,6,0
2241,1577,586,chat,5,1,2,0
2242,1764,251,chat,37,5,10,1
2243,8,120,video_call,39,2,4,0
2244,266,524,chat,40,5,10,1
2245,1921,6,chat,10,4,8,1
2246,1892,462,video_call,8,1,2,0
2247,1305,799,video_call,34,1,2,0
2248,1943,59,chat,41,5,10,1
2249,124,706,chat,57,4,8,1
2250,1251,670,chat,25,5,10,1
2251,1817,767,video_call,55,3,6,0
2252,185,646,chat,8,3,6,0
2253,566,800,video_call,12,4,8,1
2254,1310,504,video_call,42,3,6,0
2255,1994,255,video_call,20,2,4,0
2256,1184,450,video_call,37,4,8,1
2257,1673,650,video_call,24,2,4,0
2258,752,304,chat,52,3,6,0
2259,1757,224,video_call,19,2,4,0
2260,263,258,video_call,53,5,10,1
2261,1020,662,video_call,15,4,8,1
2262,1337,554,video_call,57,4,8,1
2263,1811,223,chat,22,2,4,0
2264,1867,338,chat,18,5,10,1
2265,656,475,video_call,59,1,2,0
2266,967,748,chat,44,1,2,0
2267,1998,768,video_call,44,2,4,0
2268,784,588,video_call,58,5,10,1
2269,1762,646,video_call,60,3,6,0
2270,1476,745,chat,35,2,4,0
2271,766,753,chat,39,4,8,1
2272,1139,487,chat,47,4,8,1
2273,1049,739,chat,45,2,4,0
2274,977,399,chat,15,2,4,0
2275,1841,49,chat,41,4,8,1
2276,821,242,video_call,27,4,8,1
2277,363,274,chat,15,3,6,0
2278,862,470,chat,15,3,6,0
2279,1276,199,chat,57,4,8,1
2280,520,620,video_call,28,3,6,0
2281,1313,409,chat,20,4,8,1
2282,399,746,chat,45,5,10,1
2283,1593,251,chat,34,4,8,1
2284,1942,392,chat,51,2,4,0
2285,1988,144,chat,6,5,10,1
2286,256,617,video_call,5,4,8,1
2287,162,233,video_call,8,2,4,0
2288,790,636,chat,47,3,6,0
2289,782,673,chat,37,1,2,0
2290,1178,554,video_call,48,1,2,0
2291,1219,181,chat,47,1,2,0
2292,1681,190,chat,59,1,2,0
2293,880,757,chat,40,1,2,0
2294,1159,478,chat,10,1,2,0
2295,354,285,video_call,34,2,4,0
2296,170,607,video_call,18,3,6,0
2297,1852,268,video_call,60,4,8,1
2298,459,651,video_call,16,5,10,1
2299,991,574,video_call,49,4,8,1
2300,1754,449,chat,34,4,8,1
2301,772,434,chat,54,1,2,0
2302,4,617,video_call,28,2,4,0
2303,1143,301,video_call,9,3,6,0
2304,362,750,chat,38,3,6,0
2305,201,298,chat,59,1,2,0
2306,1740,464,video_call,28,2,4,0
2307,1537,324,video_call,60,3,6,0
2308,980,742,video_call,50,3,6,0
2309,35,185,chat,10,1,2,0
2310,1831,459,video_call,55,4,8,1
2311,807,651,chat,47,1,2,0
2312,1152,30,chat,25,2,4,0
2313,1202,465,video_call,57,4,8,1
2314,1916,701,chat,16,1,2,0
2315,1645,717,video_call,29,5,10,1
2316,545,1,video_call,51,4,8,1
2317,210,306,video_call,5,4,8,1
2318,1790,240,video_call,52,5,10,1
2319,735,172,chat,17,2,4,0
2320,522,586,chat,36,1,2,0
2321,24,623,video_call,53,3,6,0
2322,919,93,video_call,52,5,10,1
2323,96,5,video_call,13,5,10,1
2324,1077,14,video_call,37,3,6,0
2325,628,286,video_call,10,3,6,0
2326,781,452,chat,47,2,4,0
2327,1264,78,chat,20,1,2,0
2328,20,124,chat,28,4,8,1
2329,1445,413,chat,29,4,8,1
2330,994,746,video_call,59,5,10,1
2331,1726,517,chat,12,1,2,0
2332,1496,377,video_call,43,2,4,0
2333,553,765,chat,46,3,6,0
2334,1533,616,video_call,22,3,6,0
2335,330,353,chat,22,3,6,0
2336,1322,726,chat,45,4,8,1
2337,1309,431,video_call,15,5,10,1
2338,1742,548,chat,51,1,2,0
2339,381,138,chat,40,4,8,1
2340,1587,212,chat,55,4,8,1
2341,1183,322,video_call,14,1,2,0
2342,372,182,video_call,54,2,4,0
2343,966,202,chat,59,3,6,0
2344,1951,525,video_call,60,5,10,1
2345,1466,413,chat,16,1,2,0
2346,571,418,video_call,22,4,8,1
2347,1883,198,chat,15,5,10,1
2348,365,206,chat,30,4,8,1
2349,521,343,chat,43,2,4,0
2350,258,381,video_call,20,5,10,1
2351,709,482,video_call,19,1,2,0
2352,74,54,chat,36,1,2,0
2353,1309,710,video_call,13,3,6,0
2354,610,396,video_call,10,1,2,0
2355,565,334,chat,22,3,6,0
2356,1791,786,video_call,25,5,10,1
2357,1770,415,chat,16,1,2,0
2358,705,356,chat,52,3,6,0
2359,1714,661,video_call,7,3,6,0
2360,852,608,video_call,15,5,10,1
2361,133,794,video_call,37,4,8,1
2362,1723,478,video_call,45,4,8,1
2363,616,15,chat,6,1,2,0
2364,1625,412,chat,56,3,6,0
2365,317,34,chat,7,4,8,1
2366,1353,39,video_call,32,4,8,1
2367,1301,99,chat,5,5,10,1
2368,1881,327,chat,56,2,4,0
2369,560,379,chat,15,2,4,0
2370,1518,266,chat,60,4,8,1
2371,1434,137,chat,17,4,8,1
2372,1762,441,video_call,44,2,4,0
2373,1423,661,chat,22,4,8,1
2374,360,252,chat,28,4,8,1
2375,1767,30,video_call,5,2,4,0
2376,153,271,video_call,18,5,10,1
2377,424,484,chat,31,3,6,0
2378,1659,197,video_call,26,5,10,1
2379,1430,165,chat,59,2,4,0
2380,1370,37,video_call,44,1,2,0
2381,221,564,video_call,51,2,4,0
2382,376,50,video_call,14,3,6,0
2383,1007,568,video_call,27,5,10,1
2384,75,709,video_call,54,2,4,0
2385,1096,282,video_call,42,4,8,1
2386,1108,326,chat,15,3,6,0
2387,1496,458,chat,14,2,4,0
2388,633,270,video_call,36,4,8,1
2389,476,269,chat,18,1,2,0
2390,1774,101,video_call,51,1,2,0
2391,873,50,chat,36,2,4,0
2392,1514,153,chat,58,3,6,0
2393,18,533,video_call,35,1,2,0
2394,1265,736,video_call,51,5,10,1
2395,1275,208,chat,23,2,4,0
2396,1646,53,video_call,15,5,10,1
2397,87,779,chat,19,2,4,0
2398,158,792,chat,34,1,2,0
2399,1792,529,chat,51,1,2,0
2400,431,423,chat,23,1,2,0
2401,315,270,chat,16,2,4,0
2402,1854,236,video_call,44,3,6,0
2403,1039,408,chat,42,4,8,1
2404,1942,615,chat,34,3,6,0
2405,1189,757,chat,57,2,4,0
2406,1024,423,video_call,8,3,6,0
2407,682,62,video_call,53,1,2,0
2408,1949,25,video_call,17,2,4,0
2409,1040,552,chat,43,2,4,0
2410,807,244,video_call,29,3,6,0
2411,409,368,chat,25,5,10,1
2412,727,586,video_call,10,4,8,1
2413,1094,243,chat,25,4,8,1
2414,262,561,video_call,28,2,4,0
2415,1577,280,chat,43,1,2,0
2416,971,697,video_call,6,4,8,1
2417,1379,156,video_call,54,2,4,0
2418,719,385,chat,32,4,8,1
2419,1434,474,video_call,28,1,2,0
2420,743,79,chat,34,5,10,1
2421,814,145,chat,28,5,10,1
2422,1165,160,chat,29,1,2,0
2423,1929,151,chat,42,4,8,1
2424,607,198,chat,22,5,10,1
2425,1691,584,chat,49,5,10,1
2426,151,661,video_call,26,4,8,1
2427,1047,753,chat,12,2,4,0
2428,1282,445,chat,22,4,8,1
2429,1912,103,video_call,27,5,10,1
2430,1382,532,video_call,24,3,6,0
2431,581,436,video_call,57,5,10,1
2432,1715,188,chat,39,4,8,1
2433,1395,598,video_call,19,5,10,1
2434,209,355,video_call,43,2,4,0
2435,306,337,chat,54,3,6,0
2436,1137,436,chat,21,4,8,1
2437,1356,432,video_call,40,5,10,1
2438,216,313,video_call,23,3,6,0
2439,230,756,chat,47,2,4,0
2440,326,791,chat,35,4,8,1
2441,1947,585,video_call,15,2,4,0
2442,1692,279,video_call,5,3,6,0
2443,351,299,chat,22,3,6,0
2444,1844,421,video_call,51,1,2,0
2445,953,52,chat,31,5,10,1
2446,43,158,chat,41,2,4,0
2447,1953,208,chat,28,1,2,0
2448,822,413,chat,43,1,2,0
2449,745,755,video_call,18,5,10,1
2450,585,574,video_call,30,2,4,0
2451,1044,750,video_call,60,2,4,0
2452,1412,682,video_call,59,3,6,0
2453,829,707,chat,51,5,10,1
2454,110,689,chat,52,4,8,1
2455,1522,770,chat,31,3,6,0
2456,991,26,video_call,9,4,8,1
2457,1280,422,chat,49,2,4,0
2458,487,99,chat,14,2,4,0
2459,1114,622,chat,12,4,8,1
2460,764,518,chat,46,4,8,1
2461,1054,645,video_call,33,2,4,0
2462,976,585,video_call,35,5,10,1
2463,1093,711,video_call,34,5,10,1
2464,1477,790,chat,18,3,6,0
2465,265,565,chat,42,2,4,0
2466,745,763,video_call,26,4,8,1
2467,79,149,video_call,22,3,6,0
2468,736,280,video_call,5,1,2,0
2469,963,736,chat,60,4,8,1
2470,855,509,chat,56,3,6,0
2471,233,448,video_call,55,3,6,0
2472,949,187,video_call,29,1,2,0
2473,1184,50,video_call,19,3,6,0
2474,1005,583,video_call,14,4,8,1
2475,1302,181,video_call,47,4,8,1
2476,1900,492,video_call,13,3,6,0
2477,1489,654,video_call,10,2,4,0
2478,1483,469,chat,46,5,10,1
2479,655,706,video_call,36,3,6,0
2480,544,240,chat,37,3,6,0
2481,1952,255,chat,31,1,2,0
2482,1306,44,chat,23,2,4,0
2483,737,200,video_call,18,5,10,1
2484,1218,644,video_call,34,1,2,0
2485,1531,264,chat,39,3,6,0
2486,690,657,video_call,38,2,4,0
2487,50,109,video_call,37,4,8,1
2488,142,137,video_call,32,4,8,1
2489,1327,257,video_call,56,5,10,1
2490,807,628,chat,54,1,2,0
2491,280,163,chat,45,3,6,0
2492,934,517,chat,26,1,2,0
2493,1899,312,chat,23,4,8,1
2494,1885,591,video_call,59,4,8,1
2495,390,484,video_call,21,2,4,0
2496,1528,442,chat,26,1,2,0
2497,1239,519,video_call,12,1,2,0
2498,1511,280,video_call,18,3,6,0
2499,1705,743,chat,25,4,8,1
2500,950,453,video_call,50,3,6,0
2501,1773,455,chat,58,5,10,1
2502,445,585,chat,23,4,8,1
2503,515,377,chat,7,4,8,1
2504,1881,621,video_call,31,2,4,0
2505,693,233,video_call,5,3,6,0
2506,1185,13,video_call,44,5,10,1
2507,1716,537,video_call,52,4,8,1
2508,1280,433,chat,23,1,2,0
2509,1207,270,chat,38,5,10,1
2510,891,56,video_call,25,4,8,1
2511,110,141,video_call,40,5,10,1
2512,1316,271,video_call,6,3,6,0
2513,1136,758,chat,9,1,2,0
2514,1383,398,video_call,30,5,10,1
2515,1955,199,video_call,57,3,6,0
2516,1488,692,chat,38,2,4,0
2517,1890,328,video_call,32,2,4,0
2518,1265,662,chat,23,1,2,0
2519,1771,198,video_call,25,1,2,0
2520,682,77,chat,11,3,6,0
2521,1964,41,video_call,55,2,4,0
2522,1064,323,chat,22,4,8,1
2523,706,513,video_call,9,4,8,1
2524,175,506,video_call,36,5,10,1
2525,1001,147,video_call,14,5,10,1
2526,754,52,chat,12,3,6,0
2527,1765,269,video_call,35,3,6,0
2528,1688,135,chat,23,4,8,1
2529,1177,140,video_call,18,4,8,1
2530,288,477,video_call,48,2,4,0
2531,298,114,chat,50,2,4,0
2532,283,652,chat,11,5,10,1
2533,1948,41,chat,50,1,2,0
2534,956,765,video_call,15,2,4,0
2535,1615,578,video_call,42,4,8,1
2536,606,545,video_call,49,3,6,0
2537,813,558,video_call,8,4,8,1
2538,443,73,chat,44,3,6,0
2539,818,386,chat,26,2,4,0
2540,744,244,video_call,24,3,6,0
2541,759,572,video_call,9,1,2,0
2542,778,604,video_call,58,2,4,0
2543,84,269,video_call,40,5,10,1
2544,574,10,chat,19,3,6,0
2545,691,198,video_call,24,2,4,0
2546,1313,37,video_call,45,2,4,0
2547,1619,627,video_call,41,5,10,1
2548,438,572,chat,58,2,4,0
2549,1592,148,video_call,37,4,8,1
2550,71,32,chat,51,3,6,0
2551,542,35,video_call,43,1,2,0
2552,788,145,chat,26,5,10,1
2553,208,572,chat,50,2,4,0
2554,1315,92,video_call,19,4,8,1
2555,663,676,video_call,57,2,4,0
2556,437,316,video_call,44,3,6,0
2557,296,116,chat,44,1,2,0
2558,88,103,video_call,48,5,10,1
2559,802,63,chat,29,2,4,0
2560,622,34,video_call,47,3,6,0
2561,565,458,video_call,40,3,6,0
2562,1836,370,chat,26,2,4,0
2563,1598,461,chat,24,2,4,0
2564,879,100,video_call,35,2,4,0
2565,528,160,chat,29,2,4,0
2566,1618,704,video_call,8,5,10,1
2567,652,297,video_call,20,4,8,1
2568,1173,386,video_call,13,2,4,0
2569,913,553,chat,33,2,4,0
2570,1114,284,video_call,27,1,2,0
2571,1624,686,video_call,37,3,6,0
2572,1444,408,video_call,5,5,10,1
2573,1250,269,video_call,54,3,6,0
2574,1689,696,video_call,53,4,8,1
2575,972,224,chat,52,2,4,0
2576,1760,297,chat,44,3,6,0
2577,1481,535,video_call,29,3,6,0
2578,870,173,video_call,12,3,6,0
2579,275,789,chat,47,3,6,0
2580,1655,180,chat,11,3,6,0
2581,1908,276,chat,57,1,2,0
2582,278,697,chat,44,1,2,0
2583,1614,526,video_call,54,3,6,0
2584,739,606,video_call,49,2,4,0
2585,1671,74,chat,52,2,4,0
2586,1668,508,chat,22,3,6,0
2587,1032,766,chat,24,1,2,0
2588,1387,770,video_call,33,5,10,1
2589,888,498,video_call,42,2,4,0
2590,446,345,video_call,29,5,10,1
2591,1120,733,video_call,48,4,8,1
2592,744,516,chat,15,5,10,1
2593,1741,260,video_call,13,2,4,0
2594,1192,385,chat,6,1,2,0
2595,68,269,video_call,50,4,8,1
2596,1488,202,video_call,53,3,6,0
2597,1477,9,video_call,7,1,2,0
2598,63,320,chat,9,4,8,1
2599,588,742,video_call,7,1,2,0
2600,230,362,video_call,43,4,8,1
2601,1178,163,chat,41,2,4,0
2602,590,271,chat,41,5,10,1
2603,461,720,video_call,22,2,4,0
2604,1979,305,chat,41,2,4,0
2605,1168,616,chat,17,1,2,0
2606,1393,397,chat,25,1,2,0
2607,1102,290,video_call,46,2,4,0
2608,1774,786,chat,29,4,8,1
2609,733,140,video_call,37,5,10,1
2610,202,701,video_call,44,5,10,1
2611,301,291,video_call,44,1,2,0
2612,435,145,chat,42,4,8,1
2613,1843,585,chat,18,1,2,0
2614,431,177,chat,9,1,2,0
2615,1189,774,video_call,36,2,4,0
2616,692,352,video_call,34,3,6,0
2617,445,323,chat,43,4,8,1
2618,522,99,video_call,60,1,2,0
2619,429,719,video_call,39,5,10,1
2620,204,219,chat,51,1,2,0
2621,164,471,video_call,53,3,6,0
2622,1099,199,video_call,49,5,10,1
2623,931,528,chat,8,3,6,0
2624,1862,228,video_call,31,4,8,1
2625,664,390,video_call,28,1,2,0
2626,1811,502,chat,56,3,6,0
2627,1444,133,chat,49,1,2,0
2628,354,110,chat,47,2,4,0
2629,1330,26,video_call,48,2,4,0
2630,1849,70,chat,23,4,8,1
2631,1754,800,chat,53,2,4,0
2632,4,567,chat,12,4,8,1
2633,1031,420,chat,19,5,10,1
2634,1493,440,video_call,41,2,4,0
2635,1655,713,chat,53,4,8,1
2636,354,217,chat,57,2,4,0
2637,924,437,video_call,22,5,10,1
2638,1374,359,chat,8,1,2,0
2639,1972,147,video_call,51,4,8,1
2640,1308,278,chat,38,2,4,0
2641,262,507,video_call,36,5,10,1
2642,912,718,chat,7,4,8,1
2643,762,419,video_call,51,1,2,0
2644,1741,662,video_call,36,2,4,0
2645,42,428,chat,37,2,4,0
2646,1838,267,video_call,32,1,2,0
2647,1027,66,video_call,6,5,10,1
